OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
OT,Normal,None,None,None,None,None,None
IT,preemptive,None,None,None,None,None,None
IT,arbitrator,None,None,None,None,None,None
IT,pay,None,None,None,None,None,None
IT,capture,None,None,None,None,None,None
IT,captivate,None,None,None,None,None,None
IT,captious,None,None,None,None,None,None
IT,capability,None,None,None,None,None,None
IT,capacity,None,None,None,None,None,None
IT,incapacitate,None,None,None,None,None,None
IT,anticipate,None,None,None,None,None,None
IT,discipline,None,None,None,None,None,None
IT,recipient,None,None,None,None,None,None
IT,receptive,None,None,None,None,None,None
IT,accept,None,None,None,None,None,None
IT,conceive,None,None,None,None,None,None
IT,conceit,None,None,None,None,None,None
IT,deceptive,None,None,None,None,None,None
IT,susceptible,None,None,None,None,None,None
IT,perceive,None,None,None,None,None,None
IT,imperceptible,None,None,None,None,None,None
IT,precept,None,None,None,None,None,None
IT,occupation,None,None,None,None,None,None
IT,recuperate,None,None,None,None,None,None
IT,comprehensive,None,None,None,None,None,None
IT,apprehend,None,None,None,None,None,None
IT,reprehensible,None,None,None,None,None,None
IT,impregnable,None,None,None,None,None,None
IT,enterprising,None,None,None,None,None,None
IT,apprise,None,None,None,None,None,None
IT,propriety,None,None,None,None,None,None
IT,exemplary,None,None,None,None,None,None
IT,exempt,None,None,None,None,None,None
IT,prompt,None,None,None,None,None,None
IT,impromptu,None,None,None,None,None,None
